Century,Complement,Tense,Tense_Simplified,Reading,left,right,year,buinn,source,be,verb,Sub_BA,SuB,Excl
18,No,NA,NA,Live,ei hefur þar verið,búið frá ·gamallri· tíð.|Jarðab|62|18f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Live,"að Skottar þeir, er",búið hafi við England ·grenndir· hafi með nábúaskap Anglo-Saxonum forlátið sína e,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Live,"Nokkrum árum síðar voru Hlíðarhvammshólar ·forlagðir·, og",búið í Hlíðarhvammi. Í fyrra var búið í hvörutveggju kotinu.|Jarðab|301|18f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Live,"Tómthúsin· voru að fornu yfir 40 að tölu, en nú er aðeins",búið í sjö þeirra.|JGÓlSög|212|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Live,"að það taki nafn af nokkurri kvennsvift, sem",búið skuli hafa í Fagradal og brúkað þetta pláts jafnlega fyrir ·bænastað·.|Jarða,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Live,"·Rankar· menn ogsvo til fólks, sem lifað hefur í afdölum og",búið til fjalla.|SPétLeik|11|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Live,Í Ólafseyjum hefur einu sinni næst fyrir ·mannaminni·,"búið verið í tvö ár, en hvörki áður nje eftir.|Jarðab|136|18f",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,PRS,PRS,Prepared,*·Kapteinn· drauma kalla fer / því knørinn svæfla,búinn er.|SPétLj|75|18s19f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Fixed,"*Drekinn ·bagast·, burtu jagast, /",búinn fjanda grandi.|ÁBöðvBráv|30|18ms,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,Samsett,Other,Fixed,*gotann ·húna· hlóðu,"búna , / héldu núna út á sjó.|ÁJSvað|23|18s",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Fixed,*Rakins ·húna· hafs á brún / hilding,búna setu þar.|ÁBöðvBráv|17|18ms,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Fixed,óttalegt ·rykti· vard ódum hátaladra um ófarir stadnum,búnar .|MvT|17|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Fixed,"Frammi í ·barkanum· hvíla skipveriar 8 saman, náttvodum",búnir .|LFR|174|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,PP,NA,NA,Prepared,*Þessir komu Brædur,búnir í ·Bugnis· Ora.|ÞGbrÚlf|58|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Prepared,*·lángt· finnst þeim sem,búinn bíðr.|EÓlKv|184|18m,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,NF,Other,Anterior,Þjer munuð vera,búnir að heyra ·bágindi· mín? herra Pjetur!|HFKvöldv|71|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,FUT-SBJ,Other,Anterior,"t á flædi-engi, óttast fyrir fyrir, ad hann máské verdi ecki",búinn ad ná því fyrir ·stór-strauminn·.|CampeSið|136|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,því fyrir löngu er ég,búin að ·láta· upp með honum Andrési.|SPétLeik|37|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Ertu,búin ad hella á ·bollann· handa mér?|HFKvöldv|76|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Fríða er,búin að koma öllum fallegum stúlkum [ [...]] út úr ·húsi· hjá mjer.|HFKvöldv|161|,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Ecki er Spán enn þá,"búin ad útgefa ·Lódsedla· frá sér, eptir því í fyrra samda skipta-bréfi, uppá Por",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,er hún nú,búin ad vera í tíu ·vistum·.|GuðmJSum|94|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,J kórnum eins og Frammkyrkiunn er Veggurinn,búinn ad ·fegia· mikin edur mestan Part af þiliunum.|Bps|565|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Þessi dans er,búinn að ·hræra· svo mína sansa og blóð.|JStgrÆv|314|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Halldór er,búinn að ·innsenda· liðlega erklæring upp á klögun Ólafs Ingimundssonar.|GVídBr|1,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Eg er,búinn að ·lakka· seðil minn til Páls.|GVídBr|31|18s19f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Nú er Petræus,búinn að ·segja· mér upp húsinu til í september að ári.|GVídBr|113|18s19f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,"*,,Við mig er hann",búinn að binda trú / og ·blíðuna· kanna mína.|ÓDavVik|302|18ms,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Þad má vera undarleg samvitska. Þú ert,búinn ad tína nidr ·spurníngunum·.|MKetHest|35|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,"ndi, réttlæti frænda míns og conveifum ·fandans·, er eg öllu",búinn að troða í seðil til Árna.|GVídBr|172|18s19f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Loks er þá Austri ·skinnið·,"búinn að vefja sig svo inn í sína eigin hugsunarflækju, að.|Bjarki|149|18s",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,"sem jeg nú, með ·raupinu· og öllusaman, er",búinn að vera í 30 ár.|HFKvöldv|145|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,og jafnótt sem hver er,"búinn af candidatis, fer hann þar að fullnægja síns ·góms· lyst.|HFinnsAndv|41|18",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,Heidíngjarnir vóru,"búnir ad ·kasta· fyrir ódal, og gleyma øllu því, sem Gud hafdi sagt þeirra forfed",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,"Múlasýslumenn hafa flestir oftraust á guði, þegar þeir eru",búnir að ·koma· fé upp.|GVídBr|72|18s19f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,er bæði eg og aðrir,"búnir að reka burt allan vorn pening, ef ske kynni hann gæti batnað undir ·hnífin",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,PP,PRS,PRS,Anterior,til svaraði biskupinn: ·Ey·! Er ekki vísilögmaðurinn enn þá,búinn með sín bréf.|TBókm|189|18f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,PP,PRS,PRS,Anterior,"eins og sá ·daglaunamaður·, sem veit með sjer, að hann er",búinn með sóma að ljúka af verki sínu.|HFKvöldv|246|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS-SBJ,PRS,Anterior,svo ekki er annað ·sjónarlegt· en hann muni eða sé þegar,búinn að segja lausu við hana.|JónHelgVér|47|18m,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS-SBJ,PRS,Anterior,"endast til að yfirheyra allan þennan ·herfjölda·, væri hann","búinn að taka bróður sinn, sýslumanninn, til hjálpar sér.|JónHelgMann|133|18s",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,"á milli fallstykkjanna, sem",búið var að ·planta· fyrir innganinum.|HFinnsAndv|46|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,en,búið var að setja búðir með ·grasveggjum·.|JStgrÆv|336|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,"Þú hafðir ekki lært lektsíuna, sem",búið var að setja þjer fyrir; því ·forsómaðir· þú að læra hana.|HFKvöldv|50|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,þar kona hans var,búin að ·afsegja· hann til hjónabands eftir annað hórdóms brot.|Alþb|397|18f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,ur þau atriði í málinu sem umræðurnar og þíngið síðasta voru,búin að gera nokkurnvegin skýr.|Bjarki|5|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,fyr en ·kvennskassið· Jessabel var,búin að stappa í hann stálinu.|HFKvöldv|170|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,Naumast var hún,"búin að úttala þessi orð, fyr en bjúgað datt niður úr ·rótinni·.|HFKvöldv|13|18s",NA,NA,(Rms-sitot-18),NA,NA,Sub_After,1,
18,INF,PST,PST,Anterior,Pílatus var nú ·,búinn · ad ransaka sakargiftirnar.|VigfJHugv|137|18m,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,hann var,búinn að ·einsetja· sjer að enda sína daga á landsbygðinni.|HFKvöldv|128|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,eg var,búinn að ·laga· það [þe: forslag] til sem konstuglegast.|JÓlGrvKlím|136|18m,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,Mengikof var,búinn að ávinna sjer marga ·áhángendur·.|HFKvöldv|188|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,"skyldi fara að njóta rólega ·ávagstanna· af því, er jeg var",búinn að búa um mig.|HFKvöldv|197|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,þá hann [::eldurinn] var í óðflugi með mestu ·geysan· og,búinn að fylla upp árfarveginn.|JStgrSafn|66|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,Einu var eg nær,búinn ad gleyma markverdu um ·lær-beinin·.|MartEðl|52|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,skyldi hann ei fyrr hafa brotizt inn í skemmuna en hann var,búinn að hafa mig undir og troða ofan á ·lífið· á mér.|SPétLeik|42|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,uns hann var,"búinn ad koma sér út úr ·húsi· hiá o{}llum, og enginn gat lyndt vid hann lengur.|",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,"hvað jarðeldurinn gjörði að verkum, sem var",búinn að læsa sig ofan í þau gömlu brunahraun undir ·jarðartorfuna·.|JStgrSafn|19,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,var,búinn að nefna það við mig og ·afgera· það með henni.|SPétLeik|43|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,vestanpósturinn var,"búinn að ríða mér hreint á slig, var og auðvelt að sliga þann, sem aldrei var ·ba",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,trax burt með níðínginn sem [ [...]] af bleyðuskap var nærri,búinn að steypa föðurlandinn í ·fordjörfun·.|HFKvöldv|106|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,A Laugardags qvøldid vóru María [ [...]] og Salóme ·,búnar · ad kaupa ilmandi urta-smyrsli.|KrJóhSig|XII|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,"svo hætt haldinn, að flestir og jafnvel landph. sjálfur voru",búnir að ·skrifa· hann niður.|GVídBr|39|18s19f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,Heiðíngjarnir voru,búnir að kasta fyrir ·óðal· og gleyma öllu því sem guð hafði sagt þeirra forfeðru,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,PST,PST,Anterior,"*Eptir þad fer øld med ·hrad·, / Er af stad var",búin .|SvSGiss|95|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,"ð vóru varla aðrir en þeir, sem með ·órjelegum· lifnaði vóru",búnir svo að skemma sig.|HFKvöldv|146|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST-SBJ,PST,Anterior,að,"búið væri nú að stefna [...] yfir þrjátíu persónum, hvar af flest væru kvenmenn o",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST-SBJ,PST,Anterior,"hann hugsaði, að nú væri hann",búinn að ·kefja· niður sína fjandmenn.|HFKvöldv|187|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST-SBJ,PST,Anterior,nú væri Djöfullinn,búinn að ·koma· öllu undir sig aftur.|ÞPétSjálf|283|18ms,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST-SBJ,PST,Anterior,jeg væri líka,búinn að fá minn ·betalíng·.|HFKvöldv|81|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST-SBJ,PST,Anterior,gað suður flutt af vanalega brúkuðum ·leigusveinum· [...] að,búið væri nú að stefna í fiplunar- og riðilssökinni.|JónHelgMann|133|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,Samsett,Other,Anterior,hefir hann þá eflaust verið,búinn að sjá Sigmundi fyrir ·staðfestu· [ [...]] að Valþjófsstöðum.|ÁrbFlf|35|18s,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,Samsett,Other,Anterior,hafa þær [::ærnar] þá verit,"búnar at safna gódum holldum, margar ·samgildt· gelldum saudum tvævetrum.|LFR|103",NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,NA,NA,Anterior,"estur rúinn, / reistur, dæstur, snúinn, / tvistur, ·bastur·,",búinn .|ÓDavVik|202|18ms,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,Samsett,Other,Anterior,"Varð það svo ·lokleysu· þing, en ég hef minn skaða svo",búinn .|ÞPétSjálf|235|18ms,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PST,PST,Anterior,Frelsarenn [ [...]] var  bwen, ad ·yferlijsa· þvi / ad Allt Være Fullkomnad.|LassHugv|358|18f  ,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,PST,PST,Finished,þegar,bwenn voru þau Maalanna Forhør / sem ske kunnu a þessum Deige.|Alþb|B 3r|18f,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,No,PRS-SBJ,PRS,Fixed,Þar ecke i ·hnijsa· / Ad Audn sie  , bwenn  Bigd snaudre.|LVísn|10r|18m ,NA,NA,(Rms-sitot-18),NA,NA,None,0,
18,INF,PRS,PRS,Anterior,íklega verður í vor farið að ganga á þennan litla sjóð þegar,búið er að borga vinnulaun og kaupa ull. Ekki getið þér sýnt okkur sýnishorn af e,NA,NA,(synis),NA,NA,Sub_After,1,
17,INF,PRS,PRS,Anterior,ns rann. Oft var þá hrelldur hann. Fyrir blóð lambsins blíða,"búinn er nú að stríða og sælan sigur vann."" Þá muntu, sál mín, svara, syngjandi f",NA,NA,(synis),NA,NA,None,0,
18,No,PRS,PRS,Finished,ð útaf deyr og enginn vetur kemur meir. Því meðan ei er ævin,"búin er gagnleg vinna skemmtileg. En þó ég deyi þreyttur, lúinn, þá fæ ég nóg að",NA,NA,(synis),NA,NA,None,0,1
18,No,PST,PST,Finished,rbyltingin á Frakklandi kom eins og þjófur á nóttu og þá var,búinn friðurinn og næðið. Allt meginland Norðurálfunnar fór þá í loga og vaknaði,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Finished,já mér þröstur svo þaut við í runn og þar með var draumurinn,búinn . Nafnið Mitt nafn á hafsins hvíta sand þú hafðir eitt sinn skráð en bylgju,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Finished,"frið og fagra daga, frama, dáð og vit og hreystiþrótt, þá er","búin þjóð og saga, þá er dauði, reginnótt. Hvar er hafið? Allt er ísköld breiða,",NA,NA,(synis),NA,NA,None,0,1
18,No,PST,PST,Fixed,nni: kona hringa ná: kona drylla: hrokafull kona dauðinn var,búinn (henni): hún beið dauðans lyndisstríður: skapillur klóta bendir: maður (kló,NA,NA,(synis),NA,NA,None,0,1
18,No,PST,PST,Fixed,"brotnaði í Höfðanum norður, fordjarfaðist öll fraktin; voru",búnir til siglingar; drukknuðu 2 menn. Um vorið kom eitt skip eftir fiski í Rifið,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,g ef hún er ein á ferð og hittir einhvern sem ekki er lörfum,"búinn , þá slær hún upp á í gamni að hann gangi með, og er hann til með það, og er",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,ur skær frá Hlíðarenda hám því Gunnar ríður atgeirnum beitta,búinn . Honum nær dreyrrauðum hesti hleypir gumi fríður og bláu saxi gyrður yfir g,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,ef til vill týndur? Það hafði ávallt verið svo illa um hann,búið . Skyldi ekki nafnið hans sjálfs hafa slitnað innan úr honum? Hvað skyldi hún,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"er fátækt, rúið, agann vantar, illskan leikst, er við háska",búið . Um sýslumann Kúgaðu fé af kotungi svo kveini undan þér almúgi. Þú hefnir þe,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"tus sá að sönnu þar sín ráð máttu ei gilda par, upphlaup sér","búið hræddist hann, hugði að stilla vanda þann, fullnægja vildi fólksins bón, fá",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,rsjónar yfir mér leiddi hann mig í þau bestu hús hvar ég gat,búið mig undir eilíft líf. Að síðustu má ég minnast þess að mínir heittelskuðu hú,NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,ð tala. En vér vorum byrjaðir og nenntum ei að hætta við svo,"búið og biðjum yður því, landar góðir! að virða oss á hægri veg þó vér sendum yðu",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"g Fjalar. En hinumegin föstum standa fótum, blásvörtum feldi","búin , Tindafjöll, og grænu belti gyrð á dalamótum. Með hjálminn skyggnda, hvítri",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"safold, 1956. KRISTJÁN JÓNSSON FJALLASKÁLD Ljóðmæli. 2. útg.","Búin til pr. eftir Jón Ólafsson, Rv., Sigurður Kristjánsson, 1890. JÚLÍANA JÓNSDÓ",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"ður standa stúlkurnar úti við dyrnar, glaðar og kátar og vel","búnar , og gefa þeim auga sem um götuna ganga, og ef þær sjá einhvern ganga þar um",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"ar. Jeg verð að sitja hjer, þangað til jeg fæ skeyti. Að því","búnu , ætla jeg, ef guð lofar, að skrifa Þjer auÿ \WORK\##777019.APC  sjálfan si",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"r skemur, æðið lengur, og eru þó dæmi til þess að sumir hafa",búið svo lengi að heiftinni að þeir aldrei hafa orðið heilvita aftur. Heiftin er,NA,NA,(synis),NA,NA,None,0,1
18,INF,NF,Other,Anterior,sjálfs hafa slitnað innan úr honum? Hvað skyldi hún nú vera,búin að græða mikla peninga? Skyldi hún nú verða á emigrantahúsinu? Hvernig átti,NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,"Birni. Mér verður hússins dæmi sem í hallri brekku stendur,",búið er að brátt muni falla. Böl í skap er runnið. Svigna súlur fornar en salviðu,NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,durðu ég hafi tíma til að hanga yfir þér allan daginn? Ég er,"búin að vera allt of lengi úti."" Þessar viðtökur voru svo allt öðruvísi en hann h",NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,ndreið upp að Stórasjó og Köldukvíslarbotnum. Stóri-Kolur er,"búinn að búa um sig í holu í jörðinni. Þorgrímur Jónsson, glímumaðurinn mikli, fó",NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,"líður sjálfum mjer, Sir! Ekki veit jeg það. Nema hvað jeg er",búinn að fá einhver sárindi framan á sköflunginn á hægra fætinum; og er Dr. Stech,NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,kosti máttu ekki slá þér til kveðskapar á meðan þú ert ekki,búinn að ljúka við þín studia. Með þessu er ég að hugsa nú sé farið að síga á sei,NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,"eiga við peysu þína en hann er í vaxandi dauða á allan hátt,",búinn að skera aðra kúna sína. Mörg boð hefur hann fengið og dugir ei. Nú vildi é,NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,leidd. Líður nú fram að hádegi. Eru þær Sigríður og Grána þá,búnar að færa leikinn út í mitt túnið og gengur Sigríður þar af henni og verður e,NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,gur við hann? Eða eruð þið nú heilum sættum sáttir? Þið eruð,"búnir að bæta lög Ingólfs og taka 7 nýja í hann, en segðu mér nú hvað þið ætlið a",NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS,PRS,Anterior,rum og fræða þá um ýmsar hugmyndir og ýmiskonar sannindi sem,"búin eru að ryðja sér til rúms í þeim hluta hins menntaða heims, er sunnar liggur",NA,NA,(synis),NA,NA,None,0,1
18,PP,PRS,PRS,Anterior,"fnilega, ""salva fide"", í þetta sinn að skrifa 19 bréf, og er","búinn með ein 12, og þegar ég nú hristi höfuðið yfir því sem eftir er heyri ég sv",NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS-SBJ,PRS,Anterior,blíuna heldur en hún væri ekki til. Þó held ég hún sé hvorki,"búin að gleyma henni eða Jóni sínum. Hún fær iðulega bréf með hverri ferð, sem ka",NA,NA,(synis),NA,NA,None,0,1
18,INF,PRS-SBJ,PRS,Anterior,em fyrst. Hvenær kemur brjefið frá Jónasi? Jeg vona hann sje,"búinn að fá pistil frá mjer með Secher. Heilsaðu Secher, sona til málamynda, ef Þ",NA,NA,(synis),NA,NA,None,0,1
18,INF,PST,PST,Anterior,"höfðinu á honum. Vesalings frú Thorsteinsen, hún var nýlega",búin að eignast stúlkubarn svo hún var veik fyrir og þoldi því síður sonarmissinn,NA,NA,(synis),NA,NA,None,0,1
18,No,PST,PST,Anterior,á og þunga kvöl nam þiggja. Dreypa varð á dryllu því dauðinn,"búinn var, þó um síðir þar raknaði úr roti illu. Þá munninn mátti hræra mælti lyn",NA,NA,(synis),NA,NA,None,0,1
18,No,NA,NA,Fixed,"blessaðir míns föður, og eignizt það ríki, sem yður er fyrir","búið í frá upphafi veraldar (Matth. 25), jafnvel þótt ekki láti þessir hvorutvegg",NA,NA,(vidpost),NA,NA,None,0,
18,NA,PST,NA,Finished,"Eg klæddi mig í 7faldan klæðnað en þeir 5faldan, létum brauð í vasa okkar en starfhníf í einn smjördall svo við skyldum hafa þennan mat uppi við ef ei til annars næðum hvað og svo upp á kom",áður dagur rann upp .,1791,NA,JONSTEINGRIMS,vorum (við) búnir,NA,NA,0,
18,NA,PST,NA,Anterior,"Fóru öll þau skjöl til biskups sem mér aftur tilskrifaði , og sagði ef eg vildi stunda upp á geistleg embætti svo skyldi eg koma í Skálholt það bráðasta og taka þar vígslu .
En þar eg hafði á ölmususkóla verið þorði eg ei annað en hlýða þeirri kallan .",og byggja jörðina Hellur að ei ætlaði þaðan auðveldlega að fara,1791,NA,JONSTEINGRIMS,Var (þó) búinn (svo),að forbetra,NA,0,
18,INF-ana,PST-SBJ,NA,Anterior,"Patríarkinn kvað þetta vel stofnað , en hans áform útheimta langan tíma til framkvæmdar , því fyrst yrði guð ekki réttilega dýrkaður né tilbeðinn nema á ebresku tungumáli , svo yrðu þeir allir að læra vel ebreskuna , og nær þeir","að því yrðu þeir að iðka og yfirfara lögmálið og Móisesbækurnar , líka spámennina og Davíðssálma .",1790,NA,FIMMBRAEDRA,væru búnir,NA,NA,1,
18,NA,PST,NA,Anterior,"Gyðingar sóttu og mikið eftir að plægja þá í öllum kaupum og sölum , svo þá þeir","þar hálft annað ár var uppgenginn mesti partur þeirra fjármuna , því kennsla þeirra og forsorgun varð þeim mjög dýr , svo jarlsson tók nú að iðrast eftir að hann hafði gefið sig á þeirra vald , því hann þóttist sjá að nær þeir væru félausir orðnir mundu gyðingar selja þá í þrældóm , því þó þeir tækju þeirra trú mundu þeir aldrei taka þá í þeirra kynkvíslatölu , og yrðu þeir því að vera sem útlendingar meðal þeirra alla ævi .",1790,NA,FIMMBRAEDRA,voru búnir,að dvelja,NA,1,
18,NA,NA,NA,Ambig,Kvað hann sig langa til að sjá einhverjum persískum blæða fyrir dráp sinna stallbræðra . Voru nú búin sextán skip úr landi með tíu þúsund hermanna .,NA,1790,NA,FIMMBRAEDRA,NA,NA,NA,NA,
18,NA,NA,NA,við svo búið,"Skiptust þeir þá í fjóra staði og leituðu í þrjá daga um allar áttir en fundu ekkert, urðu því svo búnir aftur...",NA,1790,NA,FIMMBRAEDRA,NA,NA,NA,NA,
18,NA,NA,NA,við svo búið,"Þá svaraði Samson : "" Látum vel yfir meðan svo búið stendur",NA,1790,NA,FIMMBRAEDRA,NA,NA,NA,NA,
18,NA,PST,NA,Anterior,"Eik þessi beraði minn handlegg og brjóst ; sló hún rétt laglega miðæðina með verkfæri þessu , og þegar hún hafði látið renna nokkuð blóð , svo mikið sem henni sýndist þurfa , þá batt hún til arminn aftur með eigi minni lagvirkni . Þá hún","sitt erindi , og hafði skoðað blóðið þegjandi og forundrandi , gekk hún aftur sinn veg í burt .",1745,NA,KLIM,var búin,að útrétta,NA,1,1
18,NA,PST,NA,Anterior,En eftir það ég,"undirjarðarmálið , og allt var búið að segja mér , þá snerist allt mitt forakt í forundran .",1745,NA,KLIM,var búinn,að læra,NA,1,1
18,NA,PST,NA,Anterior,Allt þetta reyndi ég og aðgætti hið grandvarlegasta eftir það ég,"undirheimamálið : Tók ég þá síðan að dæma miklu mjúklegar um þetta fólk , en áður , hvert ég hafði allt of mikið ófyrirsynju fordæmt .",1745,NA,KLIM,var búinn,að nema,NA,1,1
18,NA,PST,NA,Anterior,Eftir það ég,"barnaskóna sem svo er kallað , eður var orðinn fullnuma í undirheimamálinu , kom ný skipan frá konungsgarðinum , að mér skyldi meir kenna , og inntaka mig í staðarins seminarium eður háskóla til ýmislegra kúnsta og embætta , svo að þarverandi Karatti gætu rannsakað mínar sinnisgáfur , og úrskurðað , til hvers ég mundi best hæfur vera .",1745,NA,KLIM,var búinn,að afleggja,NA,1,1
18,NA,PST,NA,Anterior,Þá ég,"hann í gegnum , gat ég alls engu orkað fyrir reiði og efasemd ; en það mitt ráðstöfunarbréf var innifalið í eftirfylgjandi orðum :",1745,NA,KLIM,var búinn,að lesa,NA,1,1
