label,textid,genre,year,century,lexicaldiversity,subgenre,treeid,tense,prog,fara,taka,,FOCAL,text,Notes
IP-MAT,orrusta,nar,1861,19,0.25,fic,55924,BEPI,,,,,,Nú er að víkja sögunni aptur til Napóleons,
IP-MAT,orrusta,nar,1861,19,0.25,fic,56154,BEPI,,,,,,En það er af Djúnka að segja að hann bergði á Heiðrúnardropa eins mikið og Þór drakk af horninu hjá Útgarðaloka,
IP-MAT,orrusta,nar,1861,19,0.25,fic,56206,BEDI,1,,,,1,og var að lesa bænir yfir kúnni,
IP-MAT,orrusta,nar,1861,19,0.25,fic,56222,BEPI,,,,,,Nú er að segja frá Austurríkiskeisara að honum berast þau tíðindi að Napóleon er kominn í tengdir við Sardiníu<dash/>konung og að hann hefir fengið óvígan her enn að nýju frá Frakklandi,
IP-MAT,orrusta,nar,1861,19,0.25,fic,56274,BEPI,,,,,,En það er frá Tartaría að segja að konungur sá er þar réði lét skera upp herör um allt sitt ríki,
IP-SUB,orrusta,nar,1861,19,0.25,fic,56439,BEDI,1,,,,1,Stóð þar svo á að Gudda ráðskona var úti á túni að berja,
IP-SUB,orrusta,nar,1861,19,0.25,fic,56512,BEDI,,,,,,Létti Metternich eigi fyrr en hann var búinn að ná upp úr Hjörleifi hverju einasta beini,
IP-MAT,orrusta,nar,1861,19,0.25,fic,56538,BEPI,,,,,,En það er af Metternich að segja að hann vaknaði viður illan draum er stafurinn var horfinn,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,56667,BEDI,,,,,,Það var því engin furða þó að almúginn sem sjaldan sá nýjungar girntist að líta skrúðgöngu innlendra og útlendra höfðingja með korða við hlið upp á gamla Lögberg girntist að heyra margar trumbur og útlend hljóðfæri sameina margbreyttar raddir sínar við söngva hinna rómsterku landsins sona sem nú voru farnir að lesa úr storknuðu rúnaletri hraungjánna orðið frelsi er þó að vísu hlaut að fela sig í djúpi hjartnanna því að landið var háð útlendu valdi sem ekkert frelsisorð vildi heyra,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,56807,BEDS,,,,,,Hallgrímur leit niður á sig eins og hann væri að aðgæta hvort sauðsvarta duggarabands<dash/>peysan og gráu vaðmálsbuxurnar sómdu sér svo illa,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,56901,BEDI,1,,,,1,en brosið var einlægt að fæðast og deyja á vörum Kristínar,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,56927,BEPI,,,,,,Frá þeim Þórði presti og systur hans er það að segja að þau voru engan veginn svo ánægð með þessa heimsókn sem þau létu,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,56933,BEDI,,,,,,Nú var ekki að búast við betra þareð Þorsteinn prestur var miklu magnaðri í galdrakukli og vonzku,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,56936,BEDS,,,,,,og fyrst trúin væri hér annars vegar þá væri ekki að vita hverju hún orkaði,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,56975,BEDI,,,,,,Að baka til var að sjá há fjöll og foss mikinn sem blasti fagurlega við,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57161,BEPI,,,,,,Úr því sem komið er hugsaði biskup er bezt að láta sem ekkert sé um að vera,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57499,BEDI,1,,,,1,Sólin var að hverfa bak við hnúkana,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,57553,BEDI,,1,,,,Þér er vissulega ekki trúandi fyrir kvenmanni afglapinn þinn sagði hann um leið og hann stökk af baki og fór að girða hjá Vilborgu því að söðullinn var farinn að hallast fram,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,57559,BEDI,,,,,,Frá því að Daði kom í hópinn bolaði hann nær gjörsamlega Ólafi út því að jafnskjótt sem eitthvað var að reiðtygjum Vilborgar var Daði búinn að koma því í lag áður en Ólafur svo knár sem hann var var kominn af baki,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57622,BEDI,,,,,,Var oft búið að segja þeim að flytja inn,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57820,BEDI,,1,,,,og var farinn að búast við heimsókn af Hinrik Bjelke höfuðsmanni sem ennþá einu sinni hafði farið norður kynnisför til Þorláks Hólabiskups,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,57829,BEDI,1,,,,1,Sá er hann átti tal við var Jón sá er var að gifta sig er biskup hélt innreið sína í Skálholt,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57833,BEDI,1,,,,1,og þann hluta var nú biskup að fala,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57899,BEDI,,,,,,Það var nú unun hans að búa vel í haginn fyrir þessi börn sín,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,57991,BEPI,,,,,,Nú er ég búinn að ná knettinum fjórum sinnum hvað eftir annað en þú aldrei sagði drengurinn við systur sína um leið og hann kastaði honum til hennar í fimmta skipti,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,58031,BEDI,,,,,,Jafnvel þótt Brynjólfur biskup væri fastlyndur maður og lítt sveigjanlegur þegar því var að skipta komst hann þó við í hjarta sínu við bæn barnsins,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,58064,BEDI,,,,,,og nam staðar frammi fyrir Daða sem alls enga hræðslu var að sjá á,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,58394,BEDI,,1,,,,Nú var slík trú farin að falla í fyrnsku,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,58399,BEPI,,,,,,og því er ekki að búast við að snillingar fyrri tíma standi frammi fyrir samtíðar<dash/> og seinni tíma mönnum sem alfullkomnar verur,
IP-MAT,torfhildur,nar,1882,19,0.24,fic,58433,BEDI,,,,,,hjónaefnin voru látin setjast á hann og þau svo gefin saman,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,58561,BEDI,,,,,,og kryddaði hana ekki allsjaldan með latínu eins og þá tíðkaðist þegar um vísindaleg málefni var að ræða,
IP-SUB,torfhildur,nar,1882,19,0.24,fic,58582,BEDI,,,,,,En þó að allar veizlur séu í raun og veru hver annarri líkar að því leyti sem tilgangurinn er að gleðja sig og aðra og að njóta sem bezt þeirra fáu augnablika sem veizlugleðin lætur í té þá skulum vér þó renna ímyndunaraugum vorum yfir þennan forna veizlusal sem nú er fyrir löngu hruninn niður í grunn þegar borð voru tekin burtu og hver var farinn að skemmta sér eftir eigin geðþótta,
IP-SUB,voggur,nar,1883,19,0.4,fic,58662,BEDI,,,,,,Og jafnlengi hafði hann raulað sömu vísuna með sama vísnalaginu fyrir munni sér þegar hann var búinn að pósta vatnið upp í föturnar sínar úr póstinum í Aðalstræti og var kominn á stað,
IP-MAT,voggur,nar,1883,19,0.4,fic,58668,BEPI,,,,,,Það er eigi gott að vita hvort vísan var gerð um Hans Vögg eða hún var gamall húsgangur,
IP-MAT,voggur,nar,1883,19,0.4,fic,58704,BEPI,,,,,,Það er sorgleg sjón að sjá útigangshestana í Reykjavík á veturna,
IP-SUB,voggur,nar,1883,19,0.4,fic,58765,BEDS,,,,,,Maddama Sigríður sagði að það væri ætíð leiðinlegt að byrja við slík tækifæri,
IP-MAT,grimur,nar,1888,19,0.27,fic,58801,BEDI,,,,,,hann var fyrir löngu hættur að telja daga sína og ár,
IP-SUB,grimur,nar,1888,19,0.27,fic,58813,BEDS,,,,,,Það var því engin furða þó sveitunum í kring væri alltaf að hnigna með velmegun,
IP-SUB,grimur,nar,1888,19,0.27,fic,58843,BEDI,1,,,,0,Best kunni hann við sig þegar hann var að vega vörur bænda ull tólg og þess konar,
IP-MAT,grimur,nar,1888,19,0.27,fic,58864,BEDI,1,,,,0,hann var svo að flækjast í Eyrarkaupstað nokkur ár,
IP-MAT,grimur,nar,1888,19,0.27,fic,58881,BEDI,,1,,,,Þegar Grímur giftist henni var honum mikið farið að förla og enda farið að ganga af honum,
IP-MAT,grimur,nar,1888,19,0.27,fic,58912,BEDI,,,,,,hitt var látið standa ógert,
IP-SUB,grimur,nar,1888,19,0.27,fic,58955,BEDI,1,,,,0,og inni í stofunni sem Grímur gamli sat í á daginn þegar hann var ekki að rangla úti í búðinni ægði einhvernveginn saman ódaun af úldnu keti og morkinni skötu svo að þar inni var lítt verandi fyrir þá sem ekki voru slíku vanir,
IP-SUB,grimur,nar,1888,19,0.27,fic,58972,BEDI,,,,,,Embættisbústaður hans var á verslunarstaðnum Eyri svo það var ekki langt að vitja hans,
IP-SUB,grimur,nar,1888,19,0.27,fic,58986,BEDI,,,,,,hann var líka afllaus í munninum öðrumegin svo það var örðugt að skilja hann þó hann talaði ekki nema einstöku orð og hálfar setningar á stangli og með hvíldum,
IP-SUB,grimur,nar,1888,19,0.27,fic,58994,BEDI,,,,,,Og auðmýktin og hræðslan $n við Grím gamla sem horfði á hana byrstum augum og iðrunin eftir að hafa hitt á þennan lestrarkafla um helvíti lagðist svo þungt á hana að hún beygðist saman og varð eins og hrúga á stólnum fram við gluggann þar sem hún sat og var að prjóna sokk sem hún hafði gripið í fátinu sem á hana kom þegar Grímur skipaði henni að hætta að lesa,
IP-SUB,grimur,nar,1888,19,0.27,fic,59016,BEDI,,,,,,en í þetta sinn varð biðin svo löng að hún gat ekki ráðið við sig og var rétt að festa svefninn þegar Grímur sagði Marja Marja,
IP-MAT,grimur,nar,1888,19,0.27,fic,59035,BEDI,,,,,,en var alltaf að skrúfa upp í lampanum,
IP-SUB,grimur,nar,1888,19,0.27,fic,59125,BEDS,,,,,,horfði á lækninn dálitla stund einhverjum vandræða augum eins og hann væri að fálma eftir einhverri hugsun sem hann gæti ekki fundið og ætlaðist til að læknirinn hjálpaði sér,
IP-SUB,grimur,nar,1888,19,0.27,fic,59128,BEDS,,,,,,Það var eins og hann langaði til að lesa á þessu andliti sem ekkert gat dulið fremur heldur en barnið hvern einasta snefil af hugsun sem enn þá væri að villast þar inni á bak við þessi þoku<dash/>augu,
IP-MAT,grimur,nar,1888,19,0.27,fic,59192,BEDI,,,,,,Hann var farinn að læra undir skóla,
IP-MAT,grimur,nar,1888,19,0.27,fic,59193,BEDI,,,,,,og var að kúgast yfir latínsku grammatíkinni sem presturinn á Eyri hlýddi honum yfir annanhvorn dag,
IP-SUB,grimur,nar,1888,19,0.27,fic,59221,BEDS,,,,,,og talaði ekki við nokkurn mann nema hvað hann stundum tautaði í sífellu Minna minna þó ekkert væri verið að vega eða mæla,
IP-MAT,grimur,nar,1888,19,0.27,fic,59229,BEDI,,,,,,en stundum var hann að tauta við sjálfan sig nærri því í hálfum hljóðum Með rentum og renturentum rentum og renturentum,
IP-MAT,grimur,nar,1888,19,0.27,fic,59317,BEDI,1,,,,0,og var alltaf öðru hvoru að tauta við sjálfan sig,
IP-MAT,grimur,nar,1888,19,0.27,fic,59340,BEDI,1,,,,1,og var að taka þar til,
IP-MAT,grimur,nar,1888,19,0.27,fic,59373,BEDI,0,,,,,Hún var lengi að opna skúffurnar,
IP-MAT,grimur,nar,1888,19,0.27,fic,59383,BEDI,0,,,,,Hún var lengi að finna lykilinn að henni því riða var töluverð á höndunum,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59427,BEDI,0,,,,,þar voru hvítleit ský að læðast fram og aftur í hægðum sínum eins og einhver vorkyrrð væri komin yfir þau,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59434,BEDI,1,,,,0,þeir voru að hugsa um litlar heybirgðir og margar skepnur,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59455,BEDI,,,,,,Á þetta féllust líka flestir nema Ingvar í Vík bróðir síra Þorvalds í Ási sem búinn var að sækja um Stað,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59460,BEPI,,,,,,Það er ekki gott að vita hvort það var þetta bænaskjal til biskups eða andlegt atgervi Bjarna sem olli því að hann varð einn af þremur sem söfnuðurinn í Staðarprestakalli fékk að kjósa um af þeim sjö umsækjendum sem um brauðið höfðu sótt,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59467,BEDI,,,,,,Fréttin um ánægju prófastsins var ekki lengi að berast út úr stofunni,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59475,BEDI,1,,,,0,og var að spjalla saman,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59477,BEDI,,,,,,Þegar hann var búinn að spyrja almæltra tíðinda úr höfuðstaðnum fór hann að ganga um gólf og tala um hvað veðráttan hefði lengst af verið köld um vorið og hvað lífshagur hér á landi væri kaldranalega eintrjáningslegur,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59481,BEDS,,,,,,Bjarni vildi ekki aðhyllast þá skoðun tengdaföður síns tilvonandi að það væri loftslaginu að kenna að menn hér á landi væru svona,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59482,BEDS,,,,,,hann sagði að þessi stirðleiki og framkvæmdardeyfð væri engu öðru að kenna en óánægjunni með allt og alla sem væri orðin eðli manna hér og væri komin af því að menntunin og menningin væri ekki búin að ryðja sér hér til rúms nema að hálfu leyti,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59482,BEDS,,,,,,hann sagði að þessi stirðleiki og framkvæmdardeyfð væri engu öðru að kenna en óánægjunni með allt og alla sem væri orðin eðli manna hér og væri komin af því að menntunin og menningin væri ekki búin að ryðja sér hér til rúms nema að hálfu leyti,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59538,BEDI,,,,,,og þegar hún var búin að syngja nokkur lög hætti hún að syngja,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59572,BEDI,1,,,,1,hann var að hugsa fram og aftur um það sem fyrir hann hafði borið um kvöldið,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59595,BEDI,,,,,,Þegar hún var búin að láta rennigluggatjaldið niður fór hún að afklæða sig,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59638,BEDS,,,,,,það væri ógnarhægt að tala um skyldurækt þegar aðrir væru búnir að búa manni lífshreiður svo maður þyrfti ekkert annað en að sitja þar eins og fugl á eggjum alla sína ævi og garga svo til vargsins fyrir utan sem annað hvort ætti ill hreiður eða engin Skyldurækt skyldurækt !,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59638,BEDS,,,,,,það væri ógnarhægt að tala um skyldurækt þegar aðrir væru búnir að búa manni lífshreiður svo maður þyrfti ekkert annað en að sitja þar eins og fugl á eggjum alla sína ævi og garga svo til vargsins fyrir utan sem annað hvort ætti ill hreiður eða engin Skyldurækt skyldurækt !,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59647,BEDI,1,,,,1,og einblíndi á Önnu meðan hún var að tala,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59691,BEDI,1,,,,1,og var að hugsa um hverju hann hefði svarað prófastinum og unnustunni við kvöldverðinn,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59746,BEDI,1,,,,0,og hélt henni fastri milli beggja litlu handanna sinna meðan hún var að tala,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59763,BEDI,1,,,,1,Bjarni einblíndi á hana meðan hún var að tala,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59785,BEDI,,,,,,og var að rifja upp fyrir sér allt sem gerst hafði um nóttina og daginn áður,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59831,BEDI,,,,,,En hverjum var allt þetta að kenna ?,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59835,BEDI,,,,,,Allt þetta var engum að kenna nema honum,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59839,BEDI,,,,,,Hann var búinn að klæða sig,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59874,BEDI,1,,,,0,En því var nú prófasturinn að dæma ?,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59875,BEDI,,,,,,Honum var nær að hugsa um sínar eigin gerðir,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59941,BEDS,,,,,,Skelfileg gæfa væri það að stíga sín fyrstu spor á sálusorgaraveginum undir hans handleiðslu,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59957,BEDI,,,,,,Hvað það var ókvenlegt af Önnu að taka karlmanni svona fljótt svona alveg skilmálalaust,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,59964,BEDI,1,,,,0,og var að hugsa um það á leiðinni hvað ættingjaelskan væri fögur og hvað mikla gæfu hún færði mönnunum,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59973,BEDI,,,,,,Hvað honum var rótt innanbrjósts eftir að hann var búinn að finna friðinn við sjálfan sig,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59974,BEDI,,,,,,Honum fannst allt gott og göfugt í sál sinni vakna til nýs lífs þegar hann var búinn að sigra allar þessar óhreinu æsingar sem hann hafði verið í seinasta sólarhringinn,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,59979,BEPI,,,,,,Ég býst ekki við að njóta þeirrar ánægju að sjá yður hvorki heima hjá yður eða hér fyrst um sinn því ef forsjónin ætlar mér þá náð að verða kosinn hér sálusorgari á morgun þá hefi ég svo mikið að hugsa og hér verður svo mikið umstang að ekki er að búast við að nokkur tími verði afgangs til annars,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,60008,BEDI,1,,,,0,Hann var að blaða í dálítilli aflangri bók í blárri kápu,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60009,BEDI,1,,,,0,og hélt á bláum blýanti sem hann var að leika sér að,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60014,BEDS,1,,,,0,og prófasturinn lét bláa blýantinn fylgja með tölunum í dálkinum eins og hann væri í hugsunarleysi eða sér til dægrastyttingar að leika sér að því að leggja þessar tölur saman,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60015,BEDI,,,,,,Og þegar kjósandinn var búinn að kjósa Bjarna Sveinsson þá sló prófasturinn tvö strik í kross með bláa blýantinum yfir alla blaðsíðuna,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60023,BEDS,,1,,,,Það var eins og hann væri farinn að hugsa um allt annað en töludægrastyttinguna,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,60113,BEDI,1,,,,1,Þegar frú Anna kom heim á stöðulinn var verið að mjólka,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60127,BEDI,1,,,,0,en húsrúmið var þó heldur þröngt þó húsakynnin væru stór meðan verið var að borða,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60128,BEDI,,1,,,,Þegar farið var að drekka toddý á eftir fundu menn minna til slíks,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60133,BEDS,,,,,,Honum fannst að forsjónin hefði nú sýnt sér svo mikla náð að það væri skylda sín að reyna að prófa sjálfan sig,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60134,BEDI,1,,,,0,Það var einkum þetta æðisfát sem aldrei skyldi verið hafa við hana frú Önnu sem hann var að leita að rótum til,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,60135,BEDI,,,,,,Eiginlega var þetta allt henni að kenna eins og við var að búast af trúarlitlu eða trúarlausu heimsbarni,
IP-SUB,vordraumur,nar,1888,19,0.26,fic,60135,BEDI,,,,,,Eiginlega var þetta allt henni að kenna eins og við var að búast af trúarlitlu eða trúarlausu heimsbarni,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,60150,BEDI,1,,,,0,Unnustan var að leita hans,
IP-MAT,vordraumur,nar,1888,19,0.26,fic,60157,BEDI,1,,,,0,og var að velta fyrir sér hvort hann ætti að drekka flóaða mjólk á morgnana og nýmjólk á kvöldin eða nýmjólk á morgnana og flóaða mjólk á kvöldin,
IP-SUB,fossar,nar,1902,20,0.24,fic,60207,BEDI,,1,,,,En hún fann líka að það var örðugt að hvíla í faðmi Brands á Fossi eins ástlaus og köld og hún var gagnvart honum,
IP-MAT,fossar,nar,1902,20,0.24,fic,60259,BEDI,,,,,,Og vanalega ráð Gróu var þegar svona barátta var í brjósti hennar að snúa sér með blíðu að blessaða litla barninu sínu,
IP-SUB,fossar,nar,1902,20,0.24,fic,60287,BEDI,,,,,,Þegar Brandur var búinn að borða fór Gróa líka að hjálpa Gunnari að koma erindinu fram,
IP-SUB,fossar,nar,1902,20,0.24,fic,60352,BEDI,,,,,,Gróa fann aðeins það að ef um sekt var að ræða þá var Brandur alls ekki sekari en hún sjálf,
IP-SUB,fossar,nar,1902,20,0.24,fic,60355,BEDS,,,,,,Hvað honum mundi hafa þótt miklu vænna um Gróu ef fólkið hennar væri ekki að troðast á milli þeirra og alveg óstjórnlega vænt um hana ef hún hefði svipaðar skoðanir og hann sjálfur ef hún væri nokkuð hlýrri og innilegri,
IP-SUB,fossar,nar,1902,20,0.24,fic,60364,BEDS,,,,,,Það mátti heita að Gróa væri hætt að biðja um nokkuð hagræði þó fólkið hennar kæmi að Fossi,
IP-SUB,fossar,nar,1902,20,0.24,fic,60374,BEDI,,,,,,Gróa var vön að hafa eina vinnukonu í vitorði með sér þá sem hún trúði best þegar hún var að gefa svona að baki bónda síns,
IP-MAT,fossar,nar,1902,20,0.24,fic,60376,BEDI,,1,,,,Gróu var farið að þykja kaffi svo einstaklega gott og hressandi,
IP-MAT,fossar,nar,1902,20,0.24,fic,60386,BEDI,,,,,,Gróa var vön að víkja að Einari einhverju fyrir þessa smáverslun,
IP-MAT,fossar,nar,1902,20,0.24,fic,60410,BEPI,,,,,,þau eru búin að reyna hjúskapinn og búskapinn,
IP-MAT,fossar,nar,1902,20,0.24,fic,60439,BEDI,,,,,,Það var raunar hægt að vinna Brand með lagi,
IP-MAT,fossar,nar,1902,20,0.24,fic,60443,BEDI,,,,,,Hún var búin að læra að taka réttum tökum á honum þegar hún þurfti þess ef henni sýndist að koma sínu fram,
IP-MAT,fossar,nar,1902,20,0.24,fic,60461,BEDI,,,,,,Það var þægilegt að ganga í sömu fötunum dag eftir dag,
IP-MAT,fossar,nar,1902,20,0.24,fic,60466,BEDI,1,,,,,Þegar hann kom út aftur var Brandur að tinda hrífu,
IP-SUB,fossar,nar,1902,20,0.24,fic,60479,BEDS,1,,,,,Hvaða meining var í að karl væri að flökta með hann ?,
IP-MAT,fossar,nar,1902,20,0.24,fic,60482,BEPI,1,,,,,Hann er að snuða þetta út flaug Brandi í hug,
IP-SUB,fossar,nar,1902,20,0.24,fic,60498,BEDI,1,,,,,Hvað var Einar að flækjast með fullan belg ?,
IP-MAT,fossar,nar,1902,20,0.24,fic,60592,BEDI,,,,,,þá var ekki við öðru en ógeðfelldu að búast gæfulausu hjónabandi,
IP-MAT,fossar,nar,1902,20,0.24,fic,60647,BEDI,,1,,,,Fólkið var búið að borða miðdegismatinn og farið að ýta flekkjunum heim að lambhúsahlöðunni,
IP-MAT,fossar,nar,1902,20,0.24,fic,60668,BEDI,1,,,,,Steinn og Helgi voru að veltast við að bera inn tuggur reyna að hjálpa pabba að koma fyrir heyinu sem nú var komið upp á móts við baggagatið,
IP-MAT,fossar,nar,1902,20,0.24,fic,60696,BEPI,,,,,,það er ekki nóg að masa og monta sagði Sigga,
IP-MAT,fossar,nar,1902,20,0.24,fic,60837,BEDI,,,,,,Eitt kvöld í skammdeginu var verið að lesa sögu Gísla Súrssonar,
IP-MAT,fossar,nar,1902,20,0.24,fic,60903,BEDI,,1,,,,og þá var farið að spila Vist Jón vinnumaður og Brandur Gróa og Geirmundur,
IP-SUB,fossar,nar,1902,20,0.24,fic,61003,BEDS,1,,,,,það var eins og klerkurinn væri að hirta þá fyrir mannvonsku þeirra,
IP-SUB,fossar,nar,1902,20,0.24,fic,61010,BEDS,,,,,,Stundum datt samt unga fólkinu í hug að gaman væri að vita hvort ræðan væri ekki langt komin,
IP-SUB,fossar,nar,1902,20,0.24,fic,61174,BEDS,1,,,,,Nú voru foreldrar hennar dánir svo enginn ágreiningur gat risið af því hvernig þeim var hjálpað hvort þau væru að smávinna upp það sem þau einu sinni höfðu gefið upp að Fossi,
IP-SUB,fossar,nar,1902,20,0.24,fic,61185,BEDI,,,,,,en hann var hvorki nógu þrásækinn né lagsæll til að brjóta venjuna sem búin var að taka sér sæti á bak aftur eða ráð konu sem þekkti hann svo vel og kunni að taka tökunum á honum til þess að sigurinn yrði sér viss en hann tapaði,
IP-MAT,fossar,nar,1902,20,0.24,fic,61247,BEDI,,,,,,helst var það í skapi hans að óska þess að hann andaðist á sóttarsæng,
IP-MAT,fossar,nar,1902,20,0.24,fic,61250,BEDI,,,,,,annaðhvort var að skilja,
IP-SUB,fossar,nar,1902,20,0.24,fic,61286,BEDI,1,,,,,og dansaði því þá var dansinn að færast frá kaupstöðunum til sveitanna,
IP-SUB,fossar,nar,1902,20,0.24,fic,61441,BEDS,1,,,,,Það var líkast því að hún væri að flýja einhverja harða hugsun sem hún þó ekki gæti losnað við,
IP-MAT,fossar,nar,1902,20,0.24,fic,61447,BEDI,,,,,,Það var að henda sér út í stjórnleysi og opinn mannorðsdauða,
IP-MAT,fossar,nar,1902,20,0.24,fic,61465,BEDI,,,,,,það var ekki ónýtt að fá hana fyrir vinkonu,
IP-SUB,fossar,nar,1902,20,0.24,fic,61534,BEPI,,,,,,hann var eins og flekkóttur kláðasauður innan um hvíta mjallfilda sauði líkur ref í lambahóp þeim sem rétt er búið að reka á afrétt,
IP-SUB,fossar,nar,1902,20,0.24,fic,61706,BEDI,,,,,,og Brandur var miklu lengur að koma honum á fætur en Gróa var að vekja Geirmund,
IP-MAT,fossar,nar,1902,20,0.24,fic,61720,BEDI,,,,,,Þegar þeir voru komnir spölkorn suðureftir var vínið búið að vekja þá Brand og Geirmund,
IP-MAT,fossar,nar,1902,20,0.24,fic,61734,BEDI,,,,,,Þeir Brandur voru búnir að láta upp á einn hestinn sem hafði velt af sér þegar hin komu,
IP-SUB,fossar,nar,1902,20,0.24,fic,61766,BEDI,1,,,,,Var hún að vara hann við ?,
IP-MAT,fossar,nar,1902,20,0.24,fic,61780,BEDI,,,,,,það var eðlilegt fyrir hann og þau að harma,
IP-MAT,fossar,nar,1902,20,0.24,fic,61793,BEDI,,1,,,,Geirmund var farið að dreyma yfir pokunum í skemmunni,
IP-SUB,leysing,nar,1907,20,0.25,fic,61850,BEDI,,,,,,Fram undan ytri kaupstaðnum lá gufuskip sem verið var að afferma,
IP-MAT,leysing,nar,1907,20,0.25,fic,61853,BEDI,,1,,,,Skipið var farið að léttast og orðið hátt á sjónum að framan svo breiður bekkur af rauðum botninum speglaði sig í vatninu,
IP-SUB,leysing,nar,1907,20,0.25,fic,61858,BEDI,,,,,,Það hleypti því óneitanlega miklu lífi í þessa steingervings<dash/>kaupstaðarkyrð þegar gamli bókarinn sem er úr sögunni var að staulast heim til sín hóstandi svo undir tók í húsunum og blótandi í hálfum hljóðum,
IP-SUB,leysing,nar,1907,20,0.25,fic,61871,BEDI,1,,,,,Og búðarsveinarnir sárbölvuðu bókaranum meðan þeir voru að hreinsa af sér litinn,
IP-MAT,leysing,nar,1907,20,0.25,fic,61956,BEDI,,,,,,en henni var gjarnt að ýfast þegar hann skifti skapi jafnvel þótt hinar andlitsæðarnar létu lítið á sér bæra,
IP-SUB,leysing,nar,1907,20,0.25,fic,61968,BEDS,,,,,,En væri um eitthvað alvarlegt að ræða þar sem Þorgeir þurfti að beita sér brást það ekki að hann lagði frá sér gleraugun og horfði á þann sem hann átti við með berum augum,
IP-MAT,leysing,nar,1907,20,0.25,fic,61978,BEDI,,1,,,,og var nú farinn að hærast,
IP-SUB,leysing,nar,1907,20,0.25,fic,62036,BEDI,,,,,,Hann svaraði orðum Sigurðar hægt og dræmt en með kuldabrosi svo hægt var að skilja að honum kom það ekkert við sem hann var að segja frá,
IP-MAT,leysing,nar,1907,20,0.25,fic,62101,BEDI,,,,,,Það var sýnilega ómögulegt að hleypa honum upp að þessu sinni,
IP-MAT,leysing,nar,1907,20,0.25,fic,62115,BEDI,1,,,,,hann var að leita að því í huganum,
