label	subgenre	century	lexicaldiversity	genre	textid	treeid	text
IP-SUB	fic	19	0.26	nar	vordraumur	59974	Honum fannst allt gott og göfugt í sál sinni vakna til nýs lífs þegar hann var búinn að sigra allar þessar óhreinu æsingar sem hann hafði verið í seinasta sólarhringinn
IP-SUB	fic	19	0.26	nar	vordraumur	59979	Ég býst ekki við að njóta þeirrar ánægju að sjá yður hvorki heima hjá yður eða hér fyrst um sinn því ef forsjónin ætlar mér þá náð að verða kosinn hér sálusorgari á morgun þá hefi ég svo mikið að hugsa og hér verður svo mikið umstang að ekki er að búast við að nokkur tími verði afgangs til annars
IP-MAT	fic	19	0.26	nar	vordraumur	60008	Hann var að blaða í dálítilli aflangri bók í blárri kápu
IP-SUB	fic	19	0.26	nar	vordraumur	60009	og hélt á bláum blýanti sem hann var að leika sér að
IP-SUB	fic	19	0.26	nar	vordraumur	60014	og prófasturinn lét bláa blýantinn fylgja með tölunum í dálkinum eins og hann væri í hugsunarleysi eða sér til dægrastyttingar að leika sér að því að leggja þessar tölur saman
IP-SUB	fic	19	0.26	nar	vordraumur	60015	Og þegar kjósandinn var búinn að kjósa Bjarna Sveinsson þá sló prófasturinn tvö strik í kross með bláa blýantinum yfir alla blaðsíðuna
IP-SUB	fic	19	0.26	nar	vordraumur	60023	Það var eins og hann væri farinn að hugsa um allt annað en töludægrastyttinguna
IP-MAT	fic	19	0.26	nar	vordraumur	60113	Þegar frú Anna kom heim á stöðulinn var verið að mjólka
IP-SUB	fic	19	0.26	nar	vordraumur	60127	en húsrúmið var þó heldur þröngt þó húsakynnin væru stór meðan verið var að borða
IP-SUB	fic	19	0.26	nar	vordraumur	60128	Þegar farið var að drekka toddý á eftir fundu menn minna til slíks
IP-SUB	fic	19	0.26	nar	vordraumur	60133	Honum fannst að forsjónin hefði nú sýnt sér svo mikla náð að það væri skylda sín að reyna að prófa sjálfan sig
IP-SUB	fic	19	0.26	nar	vordraumur	60134	Það var einkum þetta æðisfát sem aldrei skyldi verið hafa við hana frú Önnu sem hann var að leita að rótum til
IP-MAT	fic	19	0.26	nar	vordraumur	60135	Eiginlega var þetta allt henni að kenna eins og við var að búast af trúarlitlu eða trúarlausu heimsbarni
IP-SUB	fic	19	0.26	nar	vordraumur	60135	Eiginlega var þetta allt henni að kenna eins og við var að búast af trúarlitlu eða trúarlausu heimsbarni
IP-MAT	fic	19	0.26	nar	vordraumur	60150	Unnustan var að leita hans
IP-MAT	fic	19	0.26	nar	vordraumur	60157	og var að velta fyrir sér hvort hann ætti að drekka flóaða mjólk á morgnana og nýmjólk á kvöldin eða nýmjólk á morgnana og flóaða mjólk á kvöldin
IP-SUB	fic	20	0.24	nar	fossar	60207	En hún fann líka að það var örðugt að hvíla í faðmi Brands á Fossi eins ástlaus og köld og hún var gagnvart honum
IP-MAT	fic	20	0.24	nar	fossar	60259	Og vanalega ráð Gróu var þegar svona barátta var í brjósti hennar að snúa sér með blíðu að blessaða litla barninu sínu
IP-SUB	fic	20	0.24	nar	fossar	60287	Þegar Brandur var búinn að borða fór Gróa líka að hjálpa Gunnari að koma erindinu fram
IP-SUB	fic	20	0.24	nar	fossar	60352	Gróa fann aðeins það að ef um sekt var að ræða þá var Brandur alls ekki sekari en hún sjálf
IP-SUB	fic	20	0.24	nar	fossar	60355	Hvað honum mundi hafa þótt miklu vænna um Gróu ef fólkið hennar væri ekki að troðast á milli þeirra og alveg óstjórnlega vænt um hana ef hún hefði svipaðar skoðanir og hann sjálfur ef hún væri nokkuð hlýrri og innilegri
IP-SUB	fic	20	0.24	nar	fossar	60364	Það mátti heita að Gróa væri hætt að biðja um nokkuð hagræði þó fólkið hennar kæmi að Fossi
IP-SUB	fic	20	0.24	nar	fossar	60374	Gróa var vön að hafa eina vinnukonu í vitorði með sér þá sem hún trúði best þegar hún var að gefa svona að baki bónda síns
IP-MAT	fic	20	0.24	nar	fossar	60376	Gróu var farið að þykja kaffi svo einstaklega gott og hressandi
IP-MAT	fic	20	0.24	nar	fossar	60386	Gróa var vön að víkja að Einari einhverju fyrir þessa smáverslun
IP-MAT	fic	20	0.24	nar	fossar	60410	þau eru búin að reyna hjúskapinn og búskapinn
IP-MAT	fic	20	0.24	nar	fossar	60439	Það var raunar hægt að vinna Brand með lagi
IP-MAT	fic	20	0.24	nar	fossar	60443	Hún var búin að læra að taka réttum tökum á honum þegar hún þurfti þess ef henni sýndist að koma sínu fram
IP-MAT	fic	20	0.24	nar	fossar	60461	Það var þægilegt að ganga í sömu fötunum dag eftir dag
IP-MAT	fic	20	0.24	nar	fossar	60466	Þegar hann kom út aftur var Brandur að tinda hrífu
IP-SUB	fic	20	0.24	nar	fossar	60479	Hvaða meining var í að karl væri að flökta með hann ?
IP-MAT	fic	20	0.24	nar	fossar	60482	Hann er að snuða þetta út flaug Brandi í hug
IP-SUB	fic	20	0.24	nar	fossar	60498	Hvað var Einar að flækjast með fullan belg ?
IP-MAT	fic	20	0.24	nar	fossar	60592	þá var ekki við öðru en ógeðfelldu að búast gæfulausu hjónabandi
IP-MAT	fic	20	0.24	nar	fossar	60647	Fólkið var búið að borða miðdegismatinn og farið að ýta flekkjunum heim að lambhúsahlöðunni
IP-MAT	fic	20	0.24	nar	fossar	60668	Steinn og Helgi voru að veltast við að bera inn tuggur reyna að hjálpa pabba að koma fyrir heyinu sem nú var komið upp á móts við baggagatið
IP-MAT	fic	20	0.24	nar	fossar	60696	það er ekki nóg að masa og monta sagði Sigga
IP-MAT	fic	20	0.24	nar	fossar	60837	Eitt kvöld í skammdeginu var verið að lesa sögu Gísla Súrssonar
IP-MAT	fic	20	0.24	nar	fossar	60903	og þá var farið að spila Vist Jón vinnumaður og Brandur Gróa og Geirmundur
IP-SUB	fic	20	0.24	nar	fossar	61003	það var eins og klerkurinn væri að hirta þá fyrir mannvonsku þeirra
IP-SUB	fic	20	0.24	nar	fossar	61010	Stundum datt samt unga fólkinu í hug að gaman væri að vita hvort ræðan væri ekki langt komin
IP-SUB	fic	20	0.24	nar	fossar	61174	Nú voru foreldrar hennar dánir svo enginn ágreiningur gat risið af því hvernig þeim var hjálpað hvort þau væru að smávinna upp það sem þau einu sinni höfðu gefið upp að Fossi
IP-SUB	fic	20	0.24	nar	fossar	61185	en hann var hvorki nógu þrásækinn né lagsæll til að brjóta venjuna sem búin var að taka sér sæti á bak aftur eða ráð konu sem þekkti hann svo vel og kunni að taka tökunum á honum til þess að sigurinn yrði sér viss en hann tapaði
IP-MAT	fic	20	0.24	nar	fossar	61247	helst var það í skapi hans að óska þess að hann andaðist á sóttarsæng
IP-MAT	fic	20	0.24	nar	fossar	61250	annaðhvort var að skilja
IP-SUB	fic	20	0.24	nar	fossar	61286	og dansaði því þá var dansinn að færast frá kaupstöðunum til sveitanna
IP-SUB	fic	20	0.24	nar	fossar	61441	Það var líkast því að hún væri að flýja einhverja harða hugsun sem hún þó ekki gæti losnað við
IP-MAT	fic	20	0.24	nar	fossar	61447	Það var að henda sér út í stjórnleysi og opinn mannorðsdauða
IP-MAT	fic	20	0.24	nar	fossar	61465	það var ekki ónýtt að fá hana fyrir vinkonu
IP-SUB	fic	20	0.24	nar	fossar	61534	hann var eins og flekkóttur kláðasauður innan um hvíta mjallfilda sauði líkur ref í lambahóp þeim sem rétt er búið að reka á afrétt
IP-SUB	fic	20	0.24	nar	fossar	61706	og Brandur var miklu lengur að koma honum á fætur en Gróa var að vekja Geirmund
IP-MAT	fic	20	0.24	nar	fossar	61720	Þegar þeir voru komnir spölkorn suðureftir var vínið búið að vekja þá Brand og Geirmund
IP-MAT	fic	20	0.24	nar	fossar	61734	Þeir Brandur voru búnir að láta upp á einn hestinn sem hafði velt af sér þegar hin komu
IP-SUB	fic	20	0.24	nar	fossar	61766	Var hún að vara hann við ?
IP-MAT	fic	20	0.24	nar	fossar	61780	það var eðlilegt fyrir hann og þau að harma
IP-MAT	fic	20	0.24	nar	fossar	61793	Geirmund var farið að dreyma yfir pokunum í skemmunni
IP-SUB	fic	20	0.25	nar	leysing	61850	Fram undan ytri kaupstaðnum lá gufuskip sem verið var að afferma
IP-MAT	fic	20	0.25	nar	leysing	61853	Skipið var farið að léttast og orðið hátt á sjónum að framan svo breiður bekkur af rauðum botninum speglaði sig í vatninu
IP-SUB	fic	20	0.25	nar	leysing	61858	Það hleypti því óneitanlega miklu lífi í þessa steingervings<dash/>kaupstaðarkyrð þegar gamli bókarinn sem er úr sögunni var að staulast heim til sín hóstandi svo undir tók í húsunum og blótandi í hálfum hljóðum
IP-SUB	fic	20	0.25	nar	leysing	61871	Og búðarsveinarnir sárbölvuðu bókaranum meðan þeir voru að hreinsa af sér litinn
IP-MAT	fic	20	0.25	nar	leysing	61956	en henni var gjarnt að ýfast þegar hann skifti skapi jafnvel þótt hinar andlitsæðarnar létu lítið á sér bæra
IP-SUB	fic	20	0.25	nar	leysing	61968	En væri um eitthvað alvarlegt að ræða þar sem Þorgeir þurfti að beita sér brást það ekki að hann lagði frá sér gleraugun og horfði á þann sem hann átti við með berum augum
IP-MAT	fic	20	0.25	nar	leysing	61978	og var nú farinn að hærast
IP-SUB	fic	20	0.25	nar	leysing	62036	Hann svaraði orðum Sigurðar hægt og dræmt en með kuldabrosi svo hægt var að skilja að honum kom það ekkert við sem hann var að segja frá
IP-MAT	fic	20	0.25	nar	leysing	62101	Það var sýnilega ómögulegt að hleypa honum upp að þessu sinni
IP-MAT	fic	20	0.25	nar	leysing	62115	hann var að leita að því í huganum
IP-MAT	fic	20	0.25	nar	leysing	62145	Víst var það rangnefni að kalla Vogabúðir kaupstað enda ekki gert í lagamálinu
IP-SUB	fic	20	0.25	nar	leysing	62147	og þessi litla bygð sem risin var upp fram með voginum var í daglegu tali nefnd kaupstaðurinn en sjaldan verzlunarstaður og aldrei kauptún eins og lögin eru þó svo nærgætin að ætlast til
IP-MAT	fic	20	0.25	nar	leysing	62179	Nú var hún búin að koma sér upp ofurlítilli eyri fram í voginn
IP-MAT	fic	20	0.25	nar	leysing	62184	Nú var farið að tala um að leggja við hana og láta hana vinna eitthvert þarft vik
IP-MAT	fic	20	0.25	nar	leysing	62186	Það var ekki búið að tala um það nema í fimmtíu ár !
IP-MAT	fic	20	0.25	nar	leysing	62292	Eins og áður er um getið var verið að afferma gufuskip fram undan ytri kaupstaðnum
IP-SUB	fic	20	0.25	nar	leysing	62301	Það var því bókstaflega satt sem Sigurður sagði að varla var auðið að fá krakka til sendiferða
IP-SUB	fic	20	0.25	nar	leysing	62344	Þegar verið er að ferma eða afferma skip á höfnum sem skipstjórinn af einhverjum ástæðum hefir ekki velþóknun á gerir hann sig umsvifalaust að yfirmanni allrar vinnunnar
IP-MAT	fic	20	0.25	nar	leysing	62371	og var verið að losa hann
IP-SUB	fic	20	0.25	nar	leysing	62389	Hann heyrði að verið var að skella aftur hlerunum
IP-MAT	fic	20	0.25	nar	leysing	62435	Nú var farið að fyrnast yfir þá sögu
IP-SUB	fic	20	0.25	nar	leysing	62458	Auk þess var geymsluhúsið sama sem opið því ekki var enn búið að ganga svo frá kjallaradyrunum að hægt væri að læsa þeim
IP-MAT	fic	20	0.25	nar	leysing	62463	Nú voru allir búnir að fá nóg af deginum
IP-SUB	fic	20	0.25	nar	leysing	62464	Var því hvorttveggja vel skiljanlegt bæði að verkið var látið bíða næsta dags og eins hitt að vaka þyrfti yfir vörunum um nóttina
IP-MAT	fic	20	0.25	nar	leysing	62476	en nú voru þeir farnir að veita mörgum stöðuga atvinnu
IP-MAT	fic	20	0.25	nar	leysing	62492	Var þar verið að afgreiða marga af þeim sem verið höfðu í vinnunni um daginn
IP-MAT	fic	20	0.25	nar	leysing	62499	og var að skrifa í hana
IP-SUB	fic	20	0.25	nar	leysing	62530	Þér eruð orðinn þreyttur karltetur svo það er gustuk að hlífa yður við því
IP-MAT	fic	20	0.25	nar	leysing	62539	Brennivíns<dash/> pödduna var auðvitað árangurslaust að nefna oftar
IP-MAT	fic	20	0.25	nar	leysing	62637	Heila áratugi voru þeir að átta sig á þessari stórbreytingu á verzlunarlöggjöfinni
IP-MAT	fic	20	0.25	nar	leysing	62658	Það var óvanalegt að sjá jafnungan verzlunarstjóra við þá verzlun
IP-MAT	fic	20	0.25	nar	leysing	62734	Ætti hún drengskap og skilvísi að mæta væri það ótvíræð skylda hennar að bjóða viðskiftamönnum sínum svo góð kjör sem framast væri unt án þess að henni væri þröngvað til þess af samkepni
IP-SUB	fic	20	0.25	nar	leysing	62738	Hann sjálfur og verzlun hans runnu saman í eitt fyrir honum þegar um framkomuna út á við var að ræða
IP-MAT	fic	20	0.25	nar	leysing	62916	Eigi að síður var svo að sjá sem ekki skorti hann hylli og vinfengi helztu manna héraðsins
IP-MAT	fic	20	0.25	nar	leysing	62952	En það var tilkomumikið að fá gufuskip eitthvað sem vert var að státa af
IP-MAT	fic	20	0.25	nar	leysing	62959	Þó var alvarlega brýnt fyrir kaupfélagsmönnum að panta ekki meiri vörur en þeir væru vissir um að geta borgað árlega
IP-MAT	fic	20	0.25	nar	leysing	62973	og var búinn að frétta af henni út í yztu æsar jafnvel áður en hún komst á laggirnar
IP-MAT	fic	20	0.25	nar	leysing	63012	En nú var það hætt að hrífa
IP-SUB	fic	20	0.25	nar	leysing	63087	En svo var þeim talin trú um að nú væru þeir að bera sigur úr býtum í samkepninni og þá mundi hagur þeirra batna
IP-MAT	fic	20	0.25	nar	leysing	63143	og þá þá væri réttast að láta kné fylgja kviði
IP-SUB	fic	20	0.25	nar	leysing	63225	En þau voru borin fram með meiri frekju því þá var um ótvíræða sök að tala
IP-MAT	fic	20	0.25	nar	leysing	63232	En það var þó betra að koma heim ófullur
IP-MAT	fic	20	0.25	nar	leysing	63252	Þar var fátt til þess fallið að gleðja eða hressa
IP-SUB	fic	20	0.25	nar	leysing	63262	En meðan hún var að venjast því hafði hinn slæmi eiginleiki hennar jögunarsýkin þroskast
IP-MAT	fic	20	0.25	nar	leysing	63273	Um þetta var Einar að hugsa meðan hann reikaði þar um á milli húsanna
IP-MAT	fic	20	0.25	nar	leysing	63275	Hann var búinn að semja í huganum stutt og glögt yfirlit yfir hjúskaparsögu þeirra sem hann jafnan kunni og jafnan var reiðubúinn að skýra í einstökum atriðum
IP-SUB	fic	20	0.25	nar	leysing	63299	Hann fann sáran þreytuverk í spjaldhryggnum sem nú var þó heldur að líða frá
IP-MAT	fic	20	0.25	nar	leysing	63306	Um þetta var hann að brjóta heilann
IP-MAT	fic	20	0.25	nar	leysing	63345	Nú var Þorgeir búinn að komast að nógu miklu að sinni
IP-MAT	fic	20	0.22	nar	ofurefli	63374	Þorbjörn var að tala
IP-MAT	fic	20	0.22	nar	ofurefli	63392	Þorbjörn var farinn að eta standandi
IP-MAT	fic	20	0.22	nar	ofurefli	63435	Og nú var hann farinn að dæma honum alveg óþektan mann Byrjaður á því fyrstu nóttina
IP-SUB	fic	20	0.22	nar	ofurefli	63460	Hvernig stóð á því að hann var alt af að efast um eitthvað sem aðrir menn taka gilt ?
IP-SUB	fic	20	0.22	nar	ofurefli	63465	Hugur hans hvarf aftur í tímann þegar guðfræðin hafði ætlað að verða trú hans ofurefli þegar honum hafði orðið það ljóst að allur þorri þess sem hann var að læra var ekkert annað en heilaspuni afar ófullkomnar tilraunir manna til þess að gera sér grein fyrir ráðgátum tilverunnar tilraunir sem óvitrir og drotnunargjarnir menn höfðu sett í hásæti sannleikans og gert að harðstjórum heilvita mannsandans
IP-MAT	fic	20	0.22	nar	ofurefli	63481	og var að lesa frásagnir frá Sálarrannsóknarfélaginu brezka
IP-SUB	fic	20	0.22	nar	ofurefli	63482	En honum veitti örðugt að festa hugann við það sem hann var að lesa
IP-MAT	fic	20	0.22	nar	ofurefli	63544	Hann var að leika sér með fóstursystkinum sínum um vetur frammi í bæjardyrum
IP-SUB	fic	20	0.22	nar	ofurefli	63614	og lagði út í bylinn ef því var að skifta
IP-MAT	fic	20	0.22	nar	ofurefli	63624	En Esjan og Hengillinn voru farin að hærast
IP-SUB	fic	20	0.22	nar	ofurefli	63637	Og var ekki nægur vandi að gæta sinnar eigin sálar ?
IP-MAT	fic	20	0.22	nar	ofurefli	63640	Hann var líka að hressa sig í góðviðrinu
IP-MAT	fic	20	0.22	nar	ofurefli	63736	— Hann er búinn að biðja um þetta nokkuð oft hérna í kirkjunni
IP-MAT	fic	20	0.22	nar	ofurefli	63750	Svo var að heyra sem allur söfnuðurinn væri hóstandi
IP-SUB	fic	20	0.22	nar	ofurefli	63768	Og latinusöngurinn var hátíðlegur í eyrum manna fram af því að fæstir skildu nokkurt orð í honum né gerðu sér neina hugmynd um hvað verið var að syngja
IP-SUB	fic	20	0.22	nar	ofurefli	63786	Eins og hann væri að horfa inn í annan heim
IP-SUB	fic	20	0.22	nar	ofurefli	63789	Hann talaði svo blátt áfram að mörgum fanst þetta ekki eiginleg prédikun líkara því sem presturinn væri að rabba við vini sína í fámenni
IP-SUB	fic	20	0.22	nar	ofurefli	63928	Hana langaði til að senda Grímsa eitthvað þegar búið væri að borða
IP-SUB	fic	20	0.22	nar	ofurefli	63943	Það var presturinn sem var að fara inn í kotið
IP-SUB	fic	20	0.22	nar	ofurefli	64125	Hann hljóp eins og hann væri að flýja illviður
IP-MAT	fic	20	0.22	nar	ofurefli	64244	Jæja lítið er ungs manns gaman að koma hingað til þess að setjast við að brenna tusku fyrir fátækri konu
IP-MAT	fic	20	0.22	nar	ofurefli	64246	Ofsinn var farinn að sefast
IP-SUB	fic	20	0.22	nar	ofurefli	64255	Síðast heyrði hann það til móður sinnar að hún var að tauta við sjálfa sig með fullan munninn
IP-MAT	fic	20	0.22	nar	ofurefli	64269	Prestur var kominn að heimsækja fjölskylduna
IP-SUB	fic	20	0.22	nar	ofurefli	64294	Hann var heldur lágvaxinn maður holdskarpur munnfriður með þykt hár sem farið var að grána og kinnskegg
IP-MAT	fic	20	0.22	nar	ofurefli	64410	Hér inni er mér ekki leyft að tala
IP-SUB	fic	20	0.22	nar	ofurefli	64469	og prestur gat ekki áttað sig á því hvort yfirdómari var eða hvort hann var ekki að spottast að honum
IP-MAT	fic	20	0.22	nar	ofurefli	64571	Og var ekki óhætt að ganga að því vísu að hún yrði honum einhvern tíma ósamdóma ?
IP-MAT	fic	20	0.22	nar	ofurefli	64670	Ásgrímur var farinn að dökna til muna í framan
IP-SUB	fic	20	0.22	nar	ofurefli	64784	En ekki varð prestur þess fullvís hvort Grímsi tæki nokkuð verulega eftir því sem hann var að segja honum
IP-SUB	fic	20	0.22	nar	ofurefli	64796	Nú var enginn vafi á því að Grímsi var farinn að hlusta
IP-MAT	fic	20	0.22	nar	ofurefli	64847	Nú var þá farið að svívirða hann Og sjálfsagt mikið mikið í vændum
IP-SUB	fic	20	0.22	nar	ofurefli	64851	Var ekki hamingjan í því fólgin að standa við hlið hans í örvadrífunni hvað sem sjálfri henni leið ?
IP-MAT	fic	20	0.22	nar	ofurefli	64863	og var að búa sig undir sunnudagsræðuna
IP-SUB	fic	20	0.22	nar	ofurefli	64879	Samt var hún einhvern veginn svo undarlega varfær Eins og hún væri að dyljast Eins og hún væri að gæta þess vandlega að breiða fyrir gluggana láta ekki sjá of miklu bregða fyrir innan við
IP-SUB	fic	20	0.22	nar	ofurefli	64946	Nú skildi prestur hvað hún var að fara
IP-SUB	fic	20	0.22	nar	ofurefli	65071	Þorbjörn leit upp hvatskeytlega Ekki ólíkt hesti sem er að fælast
IP-SUB	ser	20	0.23	rel	arin	65102	Í raun og veru er enginn tími til nema stundin sem er að líða
IP-MAT	ser	20	0.23	rel	arin	65111	Þegar vér tölum um vorn eigin aldur og um þá tilfinning að vér færumst af bernskualdur yfir á æskuárin og að æskan líði fljótt og efri árin færist yfir oss fyrr en varir þá er sama um það að segja
IP-MAT	ser	20	0.23	rel	arin	65125	Þetta er því einkennilegra þegar þess er gætt að hann fann ekki til þeirrar ábyrgðar er vér berum á árunum og ævi vorri gagnvart sjálfum oss í eiginlegasta skilningi því að hann gerði ekki ráð fyrir öðru lífi en þessum sjötíu eða áttatíu árum er vér lifum hér á jörð það er að segja þeir sem lengst lifa
IP-SUB	ser	20	0.23	rel	arin	65155	En enginn af oss er enn fær að dæma um atburði þá sem nú eru að gerast
IP-MAT	ser	20	0.23	rel	arin	65210	Á leiðinni gegnum skuggann ert þú ef til vill að læra það sem þér reið mest á
IP-SUB	ser	20	0.23	rel	arin	65216	Og ýmislegt bendir á að sú trú frumkristninnar sé að eflast á vorum dögum
IP-SUB	ser	20	0.23	rel	arin	65233	En á slíkum degi sem þessi er lítum vér eigi síður fram en aftur fram til hins óborna tíma eða þess sem er að fæðast
IP-MAT	ser	20	0.23	rel	arin	65401	Allt af eru þeir að leita síns eigin vilja
IP-MAT	ser	20	0.23	rel	arin	65419	Að minnsta kosti er hugsunin um það látin sitja á hakanum
IP-MAT	ser	20	0.23	rel	arin	65447	og hvar sem þú starfar ert þú að vinna honum og með honum
IP-MAT	ser	20	0.23	rel	arin	65467	Hún var að vinna að einhverju
IP-SUB	ser	20	0.23	rel	arin	65470	Allur hugurinn var fastbundinn við það sem hún var að fást við
IP-MAT	ser	20	0.23	rel	arin	65474	hún er að hugsa um einhvern forystumann mannkynsins
IP-MAT	ser	20	0.23	rel	arin	65494	Það er ósannur mælikvarði að ætla að staðan geri manninn veglegan eða göfugan
IP-SUB	ser	20	0.23	rel	arin	65525	Það er því sjálfsagt að þeir hugsa um að draga að sér athygli þeirra sem einhvers eru megnugir og einhver hagnaðarvon er að eiga viðskipti við
IP-SUB	ser	20	0.23	rel	arin	65531	Til hverra er hann að kalla ? Ekki til þeirra sem eiga alls nægtir Ekki til þeirra sem finnst allt leika í lyndi Ekki til þeirra sem finnst allri þrá hjarta síns vera svalað öllum þekkingarþorsta sálar sinnar fullnægt allt hungur sitt eftir réttlæti vera mettað
IP-SUB	ser	20	0.23	rel	arin	65552	Hann talaði aldrei út í bláinn sem væri hann að beina orðum til ókominna kynslóða
IP-MAT	ser	20	0.23	rel	arin	65567	Slík kenning var eigi vel til þess löguð að veita þeim hvíld fyrir sálina er þráðu að gjöra Guðs vilja og langaði heitt eftir samfélagi við hann
IP-SUB	ser	20	0.23	rel	arin	65583	Sjálfsagt hefir Jesús oft horft á er menn voru að plægja þar eystra um hans daga og beittu hestum múlösnum eða nautum fyrir plóginn
IP-MAT	ser	20	0.23	rel	arin	65614	Með yfirlýsingunni er þá Jesús að mæla fram með sjálfum sér
IP-MAT	ser	20	0.23	rel	arin	65615	heldur er hann að benda á hvað menn geti af honum lært
IP-MAT	ser	20	0.23	rel	arin	65624	Engin byrði er ef til vill enn farin að leggjast á herðar þér
IP-SUB	ser	20	0.23	rel	arin	65660	hversu fúsir eru flestir að hlýða á þau orð af því að þeir eru vanir að skoða þau sem tilboð um huggun
IP-SUB	ser	20	0.23	rel	arin	65663	en gæta þess ekki að hann er að bjóða það sem er enn meira aðferð til þess að eignast varanlegan frið
IP-MAT	ser	20	0.23	rel	arin	65668	Og hér er hann að kenna oss hvernig því lögmáli er háttað sem tryggir oss sálarfriðinn
IP-MAT	ser	20	0.23	rel	arin	65713	Sólin var að setjast
IP-MAT	ser	20	0.23	rel	arin	65722	Það er vert að setja á sig þessi orð hans
IP-MAT	ser	20	0.23	rel	arin	65739	Þegar ég reið burt var ég og samferðamenn mínir að smálíta aftur
IP-MAT	ser	20	0.23	rel	arin	65750	Það er hlutverk mitt að auglýsa Krist fyrir þeim af yður sem hættir við að gleyma honum
IP-MAT	ser	20	0.23	rel	arin	65765	og voru þeir að tala við hann
IP-SUB	ser	20	0.23	rel	arin	65769	Meðan hann var enn að tala sjá þá skyggði bjart ský yfir þá
IP-SUB	ser	20	0.23	rel	arin	65822	Eftirtektarvert er það að þegar fyrir Krists daga er orðið guðsríki látið tákna hinn æðra heim
IP-SUB	ser	20	0.23	rel	arin	65849	Hafið þér eigi svo hleypidómalausan og opinn hug að þér fáið séð að hvar sem menn leita eftir því sambandi með gagnrýnandi gætni af sannleiksþrá og löngun eftir fullkomnari þekking á tilverunni og af elsku til þeirra sem þeir hafa misst og með lotningarfullri trú á mátt Guðs og gæsku og innilegri bæn til Guðs um meira ljós þar er verið að feta sig áfram á þeirri sömu leið sem Jesús sjálfur gekk á undan oss þá er hann tók þá Pétur og-og-og Jóhannes og-og-og Jakob með sér og fór upp á fjallið til að biðjast fyrir ?
IP-SUB	ser	20	0.23	rel	arin	65851	En það er annað sem hér er að athuga
IP-MAT	ser	20	0.23	rel	arin	65852	Fjöldi manns í sjálfri kristninni er hættur að trúa því að þessi atburður á fjallinu hafi nokkurn tíma gerst með þeim hætti sem guðspjöllin skýra frá
IP-SUB	ser	20	0.23	rel	arin	65894	Sá Jesús sem aðeins er einn af oss maður með mönnum og eigi meira sem er að reyna að geta gátu tilverunnar eins og vér verðum að gera en veit ekki neitt með vissu um ákvörðun sína né vora hann gæti verið mikill fræðari
IP-SUB	ser	20	0.23	rel	arin	65909	og guðdómseðlið girti eigi fyrir það að stundum var sem hann sæi eigi hvert faðir hans væri að leiða hann
IP-MAT	ser	20	0.23	rel	arin	65920	Það er dásamlegt að vita það
IP-SUB	ser	20	0.23	rel	arin	65931	og hvergi varð jafn mild birtan er skein af dýrð siðferðilegrar fullkomnunar hans og þegar hann talaði um syndarann og við þá sem jafnvel höfðu fallið djúpt og svo að segja bræddi af þeim fjötrana með himneskri ástúð sinni af því hann sá í þeim fræið sem eitt sinn er ætlað að ná þroska blómjurtarinnar ætlað að vaxa upp í dýrð ummyndunarljómans
IP-MAT	ser	20	0.23	rel	arin	65945	Einmitt þegar hann hefir verið að tala við fram$ framliðna menn sem birst hafa honum úr eilífðinni þá er lærisveinunum boðið að fara eftir fyrirsögn hans boðið það af hinni himnesku rödd
IP-SUB	ser	20	0.23	rel	arin	65991	Trúin sem þar er um að ræða er traustið á vaxtarlögmálinu traustið á þeim öflum í náttúrunni sjálfri sem maðurinn er í samvinnu við
IP-MAT	ser	20	0.23	rel	arin	66010	Allt af er oss að skiljast betur að hið innilegasta samband er milli vors eigin andlega lífs og náttúrunnar
IP-SUB	ser	20	0.23	rel	arin	66011	Og aldrei verður það of vandlega brýnt fyrir oss að með því einu móti fáum vér náð þeirri fullkomnun sem bæði líkama vorum og sál er ætlað að ná að vér lútum með lotning og guðræknum hug þeim háleitu og réttlátu lögum sem umlykja oss á allar hliðar
IP-MAT	ser	20	0.23	rel	arin	66024	Með henni var hann að lýsa þroskalögmáli guðsríkis
IP-SUB	ser	20	0.23	rel	arin	66040	Það er ekki langt síðan tekið var að sá sæði þeirra hugsjóna í íslenskan þjóðakur og því vissulega ekki að búast við meiru en að tekið sé að móta fyrir stráinu
IP-SUB	ser	20	0.23	rel	arin	66040	Það er ekki langt síðan tekið var að sá sæði þeirra hugsjóna í íslenskan þjóðakur og því vissulega ekki að búast við meiru en að tekið sé að móta fyrir stráinu
IP-SUB	ser	20	0.23	rel	arin	66089	og fyrir því hefir hún heldur ekki átt kost á að þroska með sér hátóna hinnar æðstu hrifningar og gleði sem mannlegri sál er unnt að eignast hér í heimi
IP-MAT	ser	20	0.23	rel	arin	66096	En það er oft erfitt að halda þeirri vissu fastri einkum þegar allur árangur af margra ára sáning virðist skyndilega að engu gerður
IP-MAT	ser	20	0.23	rel	arin	66170	Og fyrir þann heim erum vér stöðugt að sá hér í tímanum
IP-SUB	ser	20	0.23	rel	arin	66234	Og að Jóhannes var að hefja mikilvæga hreyfing þess er hann fullvís
IP-MAT	fic	20	0.25	nar	margsaga	66249	Aðalverkefnið var að rakka
IP-MAT	fic	20	0.25	nar	margsaga	66270	en voru að rölta hver fyrir sig í rólegheitum með eina-einn-einn og eina-einn-einn spýtu jafnt og þétt daginn út og inn alveg frá fyrstu mínútu á morgnana og þar til yfir lauk
